movieId,title,genres,imdbId,tmdbId,original_title,overview,poster_path,backdrop_path
8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,tt0053619,5165,L'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",/waQPqPYLouGJXDYGqXmpyLN4PLA.jpg,NA
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,tt0065466,5722,Beyond the Valley of the Dolls,"An all-female rock group finds fame, love, and drama when they move to LA in order to claim the lead singer’s inheritance.",/kmGOF3T35Q6zM1PMmp4Gf0VNX65.jpg,NA
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,tt0052893,5544,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",/adLWFW0JC8f3wjhnfBnHlf85Poh.jpg,NA
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,tt0046478,14696,雨月物語,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",/7Kk1ZsrAul2Lg7Pe45XOcUf2ARQ.jpg,NA
8207,"Day of the Jackal, The (1973)",Crime|Thriller,tt0069947,4909,The Day of the Jackal,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",/vThgcb3JOj99yETg8WChuci4LV2.jpg,NA
8225,Night of the Living Dead (1990),Horror,tt0100258,19185,Night of the Living Dead,"In this remake of the classic 1968 film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",/isp4lCv08asTPNvv8Xe8oQK293n.jpg,NA
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,tt0022111,28257,The Maltese Falcon,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",/zpE6gucVjusGXSS4lcSjqIWCeAj.jpg,NA
8232,I Love You Again (1940),Comedy|Drama,tt0032617,20643,I Love You Again,Boring businessman Larry Wilson recovers from amnesia and discovers he's really a con man...and loves his soon-to-be-ex wife.,/vOqMLBf3AcTqjM1PFcYDDAgye23.jpg,NA
8235,Safety Last! (1923),Action|Comedy|Romance,tt0014429,22596,Safety Last!,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",/qNpBbHlptWgFhtGny3KDf7ImkWR.jpg,NA
8236,While the City Sleeps (1956),Drama|Film-Noir,tt0049949,36786,While the City Sleeps,"Newspaper men compete against each other to find a serial killer dubbed ""The Lipstick Killer"".",/yxcHaWVdHXf6FbI0TYa43nnQeVo.jpg,NA
8238,Little Murders (1971),Comedy|Crime,tt0067350,27459,Little Murders,"A young nihilistic New Yorker copes with pervasive urban violence, obscene phone calls, rusty water pipes, electrical blackouts, paranoia, and ethnic-racial conflict during a typical summer of the 1970s.",/i2QOxh6pwgy1MUF4bBYDVdPwbWa.jpg,NA
8239,Viridiana (1961),Comedy|Drama,tt0055601,4497,Viridiana,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",/yFnUCrPY3ffjkqOkOupLro3sO7X.jpg,NA
8241,Masterminds (1997),Action|Comedy|Thriller,tt0119630,25224,Masterminds,A rebellious teen uses his talent for pranks to outwit the security consultant who has taken the students at his prestigious private school hostage.,/l14qIp5XNV7AZ7En4xpbRHSDIpg.jpg,NA
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,tt0079833,15371,ルパン三世 カリオストロの城,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",/vRWNAjvhY3vIOirWONi50y9bFDW.jpg,/3UOFFTfrLF7S6eYHq4w9iglFeDM.jpg
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,tt0106307,11044,Arizona Dream,"An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles",/jNhRjc1Q9l6tFo5aHdl8UZJPdKy.jpg,NA
8261,3 Women (Three Women) (1977),Drama,tt0075612,41662,3 Women,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",/uL5Yg8MEgHGXymTaJBYXn9g0xsH.jpg,NA
8264,Grey Gardens (1975),Documentary,tt0073076,17346,Grey Gardens,"Edie Bouvier Beale and her mother, Edith, two aging, eccentric relatives of Jackie Kennedy Onassis, are the sole inhabitants of a Long Island estate. The women reveal themselves to be misfits with outsized, engaging personalities. Much of the conversation is centered on their pasts, as mother and daughter now rarely leave home.",/w4CSHmfb0veUB94gkVVNWVgjTKt.jpg,/AibQi1zdd5dvpijhwHjLmsAXFkY.jpg
8266,Purple Rain (1984),Drama|Musical,tt0087957,13763,Purple Rain,"A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.",/vkQmzaSuDj8QyXmwNhCceCAmwUe.jpg,NA
8268,Point of No Return (1993),Action|Thriller,tt0107843,10498,Point of No Return,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience.",/gYvWcAxcIlSr752pIVj6MtmTjxp.jpg,NA
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,tt0100112,11796,Le Mari de la coiffeuse,"The film begins with a flashback from the titular character, Antoine. We are introduced to his fixation with female hairdressers which began at a young age. The film uses flashbacks throughout and there are frequent parallels drawn with the past. We are unsure what Antoine has done with his life, however, we know he has fulfilled his childhood ambition, to marry a hairdresser.",/d0CCZOP1VILxL33O6OiVzUYVNPT.jpg,NA
8275,College (1927),Comedy,tt0017765,34847,College,A bookish college student dismissive of athletics is compelled to try out sports to win the affection of the girl he loves.,/dUwk8qNkXb243JViqdVqOvUmiMt.jpg,NA
8290,Mitchell (1975),Action|Crime,tt0073396,32303,Mitchell,"A tough-guy cop pursues two drug runners across the city to bust a large syndicate.  Very much an anti-hero, Mitchell often ignores the orders of his superiors and demonstrates disdain for by-the-book development work as well as normal social graces.",/14Afu2In8RPbdhTacNJl5kRechp.jpg,NA
8293,Used People (1992),Comedy|Drama,tt0105706,41779,Used People,"At her husband's funeral, Pearl, Jewish mother of two divorced and antagonistic daughters, meets an old Italian friend of her husband, whose advice years previously had stopped the husband leaving home. For 23 years he, now a widower, has secretly loved Pearl.",/eRMf2zYV46rM9DB5S54PGTPGi55.jpg,NA
8302,"Front Page, The (1931)",Comedy|Drama|Romance,tt0021890,42814,The Front Page,"Hildy Johnson is an investigative reporter looking for a bigger paycheck. When an accused murderer escapes from custody, Hildy sees an opportunity for the story of a lifetime. But when he finds the criminal, he learns that the man may not be guilty. With the help of his editor, Hildy attempts to hide the convict, uncover the conspiracy and write the scoop of his career.",/ifV0m0RRPAkchL5gS4MOLoWPBjN.jpg,NA
8327,Dolls (2002),Drama|Romance,tt0330229,870,ドールズ,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",/vQ9XBpH88jvO3hpHt9Zm5IHe5NP.jpg,NA
8331,"Man Who Came to Dinner, The (1942)",Comedy,tt0033874,26319,The Man Who Came to Dinner,An acerbic critic wreaks havoc when a hip injury forces him to move in indefinitely with a Midwestern family.,/3k6KVD9RKADkfFzHLE4ho9yWumO.jpg,NA
8335,Make Way for Tomorrow (1937),Drama,tt0029192,41059,Make Way for Tomorrow,"At a family reunion, the Cooper clan find that their parents' home is being foreclosed. ""Temporarily,"" Ma moves in with son George's family, Pa with daughter Cora. But the parents are like sand in the gears of their middle-aged children's well regulated households. Can the old folks take matters into their own hands?",/zPl6TfnIIJzdPXk9g6QPwFwTIt.jpg,NA
8336,"Major and the Minor, The (1942)",Comedy|Romance,tt0035019,39871,The Major and the Minor,"Returning to her hometown from New York, Susan Applegate learns that she hasn't enough for the train fare and disguises herself as a twelve-year-old to travel for half the price. She hides from the conductors in the compartment of Major Philip Kirby, a military school instructor, who takes the ""child"" under his wing.",/e6ZWWdyWkqiMq8g6KmXibtmSiVK.jpg,NA
8337,"Caine Mutiny, The (1954)",Drama|War,tt0046816,10178,The Caine Mutiny,"When a US Naval captain shows signs of mental instability that jeopardize his ship, the first officer relieves him of command and faces court martial for mutiny.",/vuO4Z3wOWVlhq35MS9asZeT9rVp.jpg,NA
8338,Black Narcissus (1947),Drama,tt0039192,16391,Black Narcissus,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",/93VKekQFOkIyQsPzmv2gVpNLtEZ.jpg,NA
8340,Escape from Alcatraz (1979),Drama|Thriller,tt0079116,10734,Escape from Alcatraz,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,NA
8341,Oliver Twist (1948),Adventure|Crime|Drama,tt0040662,10949,Oliver Twist,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",/rm1YFiE2ocs8UjnxgdGDIA02c5d.jpg,NA
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,tt0298148,809,Shrek 2,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,tt0319262,435,The Day After Tomorrow,"After years of increases in the greenhouse effect, havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,NA
8362,Raising Helen (2004),Comedy|Drama|Romance,tt0350028,4599,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",/ubZin4oGXYp6hCn3WU6nrBre62y.jpg,NA
8363,Soul Plane (2004),Comedy,tt0367085,12657,Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",/b5Rzb5JUwPinllWGYUYER3OV14F.jpg,NA
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,tt0367790,28219,Baadasssss!,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",/uhdsg8Xa3VhsveTmrgpBwOnmPFx.jpg,NA
8366,Saved! (2004),Comedy|Drama,tt0332375,13193,Saved!,"Mary is a good Christian girl who goes to a good Christian high school where she has good Christian friends and a perfect Christian boyfriend. Her life seems perfect, until the day that she finds out that her boyfriend may be gay — and that she’s pregnant.",/nmf2tFTcRJZVEQ9e3mgLH5gAQYs.jpg,NA
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,tt0304141,673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,/xN6SBJVG8jqqKQrgxthn3J2m49S.jpg
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,tt0297284,16617,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.  Based very loosely on Agatha Christie's And Then There Were None.,/o8wAzJIxMS0cZDlRTw9hm1xQO9j.jpg,NA
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,tt0363226,246,座頭市,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,NA
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,tt0296572,2789,The Chronicles of Riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",/iowZ2cwHFuxrSV3xsEN1LCM0Pgn.jpg,/n5jED8ITkX9VgFCZXsznhk9ERbA.jpg
8372,Garfield: The Movie (2004),Animation|Children|Comedy,tt0356634,8920,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,/qHF9Qnzz5zu5AQm3mqnrMfc7w9P.jpg
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,tt0327162,9890,The Stepford Wives,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",/ygr0Wlmm1KmE16TUefNitIscVBG.jpg,NA
8375,"Hunting of the President, The (2004)",Documentary,tt0391225,26254,The Hunting of the President,"Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial.",/2BcSbP8gjmCsCnugxPAM7dAmhUd.jpg,NA
8376,Napoleon Dynamite (2004),Comedy,tt0374900,8193,Napoleon Dynamite,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",/g8Jgix5FM5TLLBBT8L2XRJQmfwC.jpg,NA
8378,"Doctor, The (1991)",Drama,tt0101746,26142,The Doctor,"Jack McKee is a doctor with it all: he's successful, he's rich, and he has no problems.... until he is diagnosed with throat cancer. Now that he has seen medicine, hospitals, and doctors from a patient's perspective, he realises that there is more to being a doctor than surgery and prescriptions.",/rExMpi701EIvEGu49FlOS8I0Kag.jpg,NA
8379,"Dresser, The (1983)",Drama,tt0085461,42122,The Dresser,"In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.",/kPIeNAwdN2Ds77Bf7bfZAmDrzoh.jpg,NA
8380,Father Hood (1993),Comedy,tt0106877,65137,Father Hood,"Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run. The cops are after them, they bicker constantly and his idea of a way out is grim, yet this dangerous ride might just turn them into a family.",/kxVisXlAD6sDPeicvlTwTgxEUaI.jpg,NA
8382,Hello Again (1987),Comedy,tt0093175,35151,Hello Again,A suburban housewife chokes to death and is brought back to life by a spell cast by her wacky sister.,/mbNJ7Qe33XtN2aenO0ildCOpG0y.jpg,NA
8383,Hope Springs (2003),Comedy|Romance,tt0314431,21544,Hope Springs,"British artist Colin Ware discovers that his fiancée, Vera, is going to marry another man. Distraught and despondent, he gets on a plane for America and ends up in the tiny town of Hope in New England. At first, Colin is depressed, but he soon finds more than a shoulder to cry on when his innkeepers introduce him to Mandy, a beautiful nurse. All's going well and Colin has almost forgotten his old flame until Vera shows up with a surprise of her own.",/oqYtfJYApyVHzFwS5YCPpRBTZs4.jpg,NA
8385,Lover Come Back (1961),Comedy|Romance,tt0055100,40894,Lover Come Back,"Jerry Webster and Carol Templeton are rival Madison Avenue advertising executives who each dislike each other’s methods. After he steals a client out from under her cute little nose, revenge prompts her to infiltrate his secret ""VIP"" campaign in order to persuade the mystery product’s scientist to switch to her firm.",/uY5MvhzoH25LMTgEjRR2XtGLdMi.jpg,NA
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime,tt0110857,11546,Police Academy: Mission to Moscow,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",/3517XQ9LpoEykyYq2TuDNS45MPP.jpg,/dEkJGGXnUlH6xEOjE4NYpgf378H.jpg
8391,Big Wednesday (1978),Comedy|Drama,tt0077235,18387,Big Wednesday,"Three 1960s California surfers fool around, drift apart and reunite years later to ride epic waves.",/zMOZoNszmmlf3jUivDUEFgCrReo.jpg,NA
8402,Book of Love (1990),Comedy|Romance,tt0099166,52560,Book of Love,"John Twiller takes down his high school yearbook and begins to reminiscence about that time he first moved into the neighborhood in 1956. His teenage self, Jack is obsessed with Lily one of the more popular girls around. The sole obstacle is Angelo, her bullying boyfriend. With the help of his pals Crutch, Floyd, and Spider, he makes every attempt possible to change her mind.",/euB7qu0yqFWqWlPfgNeOTjEIZCD.jpg,NA
8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,tt0063759,18333,Vargtimmen,"While vacationing on a remote German island with his pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",/jSqTnEP1x1OcOglqrInYvGSF1tL.jpg,NA
8410,Suddenly (1954),Crime|Drama|Film-Noir,tt0047542,18398,Suddenly,"The tranquility of a small town is marred only by sheriff Tod Shaw's unsuccessful courtship of widow Ellen Benson, a pacifist who can't abide guns and those who use them. But violence descends on Ellen's household willy-nilly when the U.S. President passes through town... and slightly psycho hired assassin John Baron finds the Benson home ideal for an ambush.",/v0eQfRMVJtvEkaJjBsSrd6ri1UI.jpg,NA
8424,"Divorcee, The (1930)",Drama|Romance,tt0020827,80708,The Divorcee,"When a woman discovers that her husband has been unfaithful, she decides to pay him back in kind.",/zzu6IW9ilkUt6L4DL9SoNnwtAfy.jpg,NA
8425,Meet the Applegates (1991),Comedy,tt0100129,76516,The Applegates,"Modelling themselves after an idyllic cookie-cutter suburban 1950s family, a colony of insects move from South America into the United States with the intent of getting access to the nation's nuclear resources.",/qqsSLuXYsSWzHKSHvrgsmJP6TzZ.jpg,NA
8426,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi,tt0093871,33441,ロボット・カーニバル,An anthology of various tales told in various styles with robots being the one common element among them.,/2DTREQNErBYtZd1isRqdqNbbXA8.jpg,NA
8427,Americathon (1979),Comedy|Sci-Fi,tt0078766,47819,Americathon,"In a story told in narrative flashbacks, a young TV consultant is hired by the President of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans.",/yzQGN1wPAUvHJG2u2mLt9GYGiF0.jpg,NA
8446,Sands of Iwo Jima (1949),Action|Drama|Romance|War,tt0041841,18712,Sands of Iwo Jima,"Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.",/utpy9JLuyhsxpw2E3yExw23f3eS.jpg,NA
8447,This Island Earth (1955),Sci-Fi,tt0047577,831,This Island Earth,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",/2viRDpHmhzQoreZok2auLjkVbSE.jpg,NA
8450,Anthony Adverse (1936),Adventure|Romance,tt0027300,37658,Anthony Adverse,"Based on the novel by Hervey Allen, this expansive drama follows the many adventures of the eponymous hero, Anthony Adverse. Abandoned at a convent by his heartless nobleman father, Don Luis, Anthony is later mentored by his kind grandfather, John Bonnyfeather, and falls for the beautiful Angela Giuseppe. When circumstances separate Anthony and Angela and he embarks on a long journey, he must find his way back to her, no matter what the cost.",/9SPjkq5z86t80Q7XBw8AG2si2vQ.jpg,NA
8451,Blackboard Jungle (1955),Drama,tt0047885,26516,Blackboard Jungle,"Richard Dadier is a teacher at North Manual High School, an inner-city school where many of the pupils frequently engage in anti-social behavior. Dadier makes various attempts to engage the students' interest in education, challenging both the school staff and the pupils. He is subjected to violence as well as duplicitous schemes.",/vPGvWlsMg4niyuGCSzvAiyjYNWC.jpg,NA
8454,Luna Papa (1999),Comedy|Drama|Fantasy,tt0170259,10573,Лунный папа,"The unborn child of Mamlakat is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother in a small village in Central Asia. One night she is seduced by an actor from a travelling troupe, who poses as a friend of Tom Cruise, and makes her pregnant. She tries to abort, but her father and brother become determined to find the seducer, setting in motion a cascade of comic adventures.",/k4GCxO2M0qIeRp3bhfPVhe9yJaY.jpg,NA
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller,tt0065889,26451,Indagine su un cittadino al di sopra di ogni sospetto,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",/vPTZwlq1IC4o1DCsEZEl2uGljzm.jpg,NA
8458,To Each His Own (1946),Drama,tt0039040,54568,To Each His Own,"During World War I, small-town girl Josephine Norris has an illegitimate son by an itinerant pilot. After a scheme to adopt him ends up giving him to another family, she devotes her life to loving him from afar.",/jDk2Y8U2C7KupYv4GKmMfgx0y2s.jpg,NA
8459,"Heiress, The (1949)",Drama|Romance,tt0041452,28571,The Heiress,"Dull and plain Catherine lives with her emotionally distant father, Dr. Sloper, in 1840s New York. Her days are empty — filled with little more than needlepoint. Enter handsome Morris Townsend, a dashing social climber with his eye on the spinster's heart and substantial inheritance.",/zcut0Y6PfcjBJKIyOpc0QDFS9jK.jpg,NA
8461,Dragon Seed (1944),Drama|War,tt0036777,123665,Dragon Seed,The lives of a small Chinese village are turned Upside down when the Japanese invade it. An heroic young Chinese woman leads her fellow villagers in an uprising against Japanese Invaders.,/94sBtA9bBLGQLCXfwFmK4F0c1DY.jpg,NA
8462,Executive Suite (1954),Drama,tt0046963,43336,Executive Suite,"When the head of a large manufacturing firm dies suddenly from a stroke, his vice-presidents vie to see who will replace him.",/dQ5LdPOkRwlTTl3ocObuNGKB1of.jpg,NA
8463,Johnny Belinda (1948),Drama,tt0040495,62000,Johnny Belinda,A small-town doctor helps a deaf-mute farm girl learn to communicate.,/lIkYFx7ZaU56iG507lgLoSh1GNR.jpg,NA
8464,Super Size Me (2004),Comedy|Documentary|Drama,tt0390521,9372,Super Size Me,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",/zYkbqQaCuIHBxqBDGgnQCwJ9jIG.jpg,NA
8465,Johnny Eager (1942),Crime|Drama|Film-Noir|Romance,tt0033774,41495,Johnny Eager,"A charming racketeer seduces the DA's stepdaughter for revenge, then falls in love.",/eT56vNkYEHo1rv4xhtI3aJLKuUp.jpg,NA
8477,"Jetée, La (1962)",Romance|Sci-Fi,tt0056119,662,La Jetée,A man is sent back and forth and in and out of time in an experiment that attempts to unravel the fate and the solution to the problems of a post-apocalyptic world during the aftermath of WW3. The experiment results in him getting caught up in a perpetual reminiscence of past events that are recreated on an airport’s viewing pier.,/sqbvjbJRzTduUj4lVm2FmPkqJkS.jpg,NA
8481,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western,tt0032851,43805,Northwest Passage,"Based on the Kenneth Roberts novel of the same name, this film tells the story of two friends who join Rogers' Rangers, as the legendary elite force engages the enemy during the French and Indian War. The film focuses on their famous raid at Fort St. Francis and their marches before and after the battle.",/d1J3K23jhEEt2uezEvYY0YtatWi.jpg,NA
8482,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,tt0037988,16559,The Picture of Dorian Gray,"Posing for a portrait, Dorian Gray talks with Lord Henry Wotton, who says that men should pursue their sensual longings, but laments that only the young get to do so. Taken with the idea, Dorian imagines a scenario in which the painting will age as he stays youthful. His wish comes true, and his boyish looks aid him as he indulges his every whim. But when a stunning revelation forces him to see what he's become, Dorian faces some very dangerous questions.",/38tqApXB6s1fR0z41Sv4p22LtwX.jpg,NA
8484,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War,tt0053114,31217,人間の條件　第１部純愛篇／第２部激怒篇,"After handing in a report on the treatment of Chinese colonial labor, Kaji is offered the post of labor chief at a large mining operation in Manchuria, which also grants him exemption from military service. He accepts, and moves to Manchuria with his newly-wed wife Michiko, but when he tries to put his ideas of more humane treatment into practice, he finds himself at odds with scheming officials, cruel foremen, and the military police.",/oWCFLELvRjNj1mbsCDOKWRcnmD2.jpg,/2ZLIahfcDN8HtFptOUmbcFg4pEm.jpg
8487,Please Don't Eat the Daisies (1960),Children|Comedy|Musical,tt0054188,19414,Please Don't Eat the Daisies,"Drama critic Larry Mackay, his wife Kate and their four sons move from their crowded Manhattan apartment to an old house in the country. While housewife Kate settles into suburban life, Larry continues to enjoy the theater and party scene of New York.",/fuR4JH6Z0lxZsLzNeUItgVqeIcI.jpg,NA
